CIF,Client Type,Name,Country,Transit,Address1,Address2,Address3,Address4,Email Address,Box Link,Telephone Contact,Risk Rating,Case Status,Current Case Status,Business Documents Outstanding,Entity Self-Certification Form Outstanding,UBOID Outstanding,UBO-Proof of Address Outstanding,UBO in order,ROS officer,File Review Date,1st Notice Date,1st Notice Type,2nd Notice Date,2nd Notice Type,3rd Notice Date,3rd Notice Type,Notification Expiry date,Refresh date (Last KYC),Next KYC Refresh date,Restraint date,Exception date,Exception expiry date,Updates to ICN,Updates on Core,Portfolio
829761346,Business,Shaun Horton,Trinidad and Tobago,05342,Apt 3B,Southern Main Road,"Curepe, Tunapuna",Trinidad and Tobago,shaun.horton@example.com,https://box.com/v/client-docs-7861,+1-557-007-2353,STANDARD,Out Of Order,Out Of Order,NO,YES,YES,YES,NO,Rebecca Jimenez,2023-03-10,2023-02-18,EMAIL,2023-02-28,LETTER,2023-03-10,EMAIL,2023-03-25,2023-02-08,2026-02-07,,2023-04-19,2023-05-09,NO,NO,Premier Clients - Retail
839300157,Personal,Michael Morales,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,michael.morales@example.com,https://box.com/v/client-docs-7862,(708)394-6944x9949,MEDIUM,Due for Restrain,Due for Restrain,NO,NO,NO,NO,YES,Angela Hampton,2022-09-08,2022-08-19,EMAIL,2022-08-29,EMAIL,2022-09-08,EMAIL,2022-09-23,2022-08-09,2025-08-08,2022-10-08,,,NO,NO,Business Clients
855645256,Business,Victoria Carter,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,victoria.carter@example.com,https://box.com/v/client-docs-7863,5333435613,MEDIUM,Due for Restrain,Due for Restrain,YES,NO,NO,YES,YES,William Yoder,2023-05-28,2023-05-08,EMAIL,2023-05-18,EMAIL,2023-05-28,LETTER,2023-06-12,2023-04-28,2026-04-27,2023-06-27,,,YES,NO,Business Clients
849076979,Personal,Jessica Rojas,Trinidad and Tobago,05342,Lot 12,La Seiva Road,"Maraval, Port of Spain",Trinidad and Tobago,jessica.rojas@example.com,https://box.com/v/client-docs-7864,6290088519,STANDARD,Due for Restrain,Due for Restrain,NO,YES,NO,NO,NO,Mary Evans,2021-12-11,2021-11-21,PHONE CALL,2021-12-01,PHONE CALL,2021-12-11,LETTER,2021-12-26,2021-11-11,2024-11-10,2022-01-10,,,NO,YES,Private Wealth
827319420,Personal,Cheryl Johnson,Trinidad and Tobago,05342,Lot 12,La Seiva Road,"Maraval, Port of Spain",Trinidad and Tobago,cheryl.johnson@example.com,https://box.com/v/client-docs-7865,(219)660-7785x0050,MEDIUM,Refresh Coming Due,Refresh Coming Due,YES,NO,NO,NO,NO,Sheila Gillespie,2022-05-09,2022-04-19,PHONE CALL,2022-04-29,LETTER,2022-05-09,PHONE CALL,2022-05-24,2022-04-09,2025-04-08,,,,NO,YES,Premier Clients - Retail
831122569,Personal,Christopher Bauer,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,christopher.bauer@example.com,https://box.com/v/client-docs-7866,958.253.0214x668,MEDIUM,Due for Restrain,Due for Restrain,YES,NO,NO,NO,YES,Dana Crane,2023-01-16,2022-12-27,LETTER,2023-01-06,PHONE CALL,2023-01-16,PHONE CALL,2023-01-31,2022-12-17,2025-12-16,2023-02-15,,,NO,YES,Private Wealth
828616551,Business,Matthew Gallegos,Trinidad and Tobago,05342,Apt 3B,Southern Main Road,"Curepe, Tunapuna",Trinidad and Tobago,matthew.gallegos@example.com,https://box.com/v/client-docs-7867,(556)481-5963x50314,STANDARD,Pending Compliance Approval,Pending Compliance Approval,NO,NO,NO,NO,NO,Nicole Richards,2024-01-01,2023-12-12,PHONE CALL,2023-12-22,LETTER,2024-01-01,PHONE CALL,2024-01-16,2023-12-02,2026-12-01,,,,NO,NO,Business Clients
808303481,Personal,Taylor Jennings,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,taylor.jennings@example.com,https://box.com/v/client-docs-7868,514.013.0504,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,NO,YES,NO,YES,NO,Monique Thompson,2021-07-06,2021-06-16,EMAIL,2021-06-26,EMAIL,2021-07-06,LETTER,2021-07-21,2021-06-06,2024-06-05,,,,NO,NO,Business Clients
808115976,Business,Madison Koch,Trinidad and Tobago,05342,Unit 2,O’Meara Road,Arima,Trinidad and Tobago,madison.koch@example.com,https://box.com/v/client-docs-7869,(931)110-1683,STANDARD,Out Of Order,Out Of Order,NO,YES,NO,NO,NO,Jose Franco,2022-05-04,2022-04-14,EMAIL,2022-04-24,EMAIL,2022-05-04,EMAIL,2022-05-19,2022-04-04,2025-04-03,,2022-06-13,2022-07-03,NO,YES,Premier Clients - Retail
838683973,Business,Andres Wright,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,andres.wright@example.com,https://box.com/v/client-docs-7870,001-468-462-5093x956,MEDIUM,Refresh Coming Due,Refresh Coming Due,YES,YES,NO,NO,YES,Katherine Boyle,2023-05-31,2023-05-11,EMAIL,2023-05-21,LETTER,2023-05-31,EMAIL,2023-06-15,2023-05-01,2026-04-30,,,,YES,YES,Private Wealth
813332260,Business,Steve Knapp,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,steve.knapp@example.com,https://box.com/v/client-docs-7871,311-421-1956x376,MEDIUM,Out Of Order,Out Of Order,YES,NO,NO,YES,NO,Jacob Brown,2022-05-30,2022-05-10,EMAIL,2022-05-20,PHONE CALL,2022-05-30,EMAIL,2022-06-14,2022-04-30,2025-04-29,,2022-07-09,2022-07-29,NO,NO,Private Wealth
801933788,Personal,Jeffrey Alvarado,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,jeffrey.alvarado@example.com,https://box.com/v/client-docs-7872,(937)819-7980,STANDARD,Refresh Coming Due,Refresh Coming Due,NO,NO,NO,NO,NO,Heather Cameron,2021-08-25,2021-08-05,EMAIL,2021-08-15,LETTER,2021-08-25,PHONE CALL,2021-09-09,2021-07-26,2024-07-25,,,,YES,NO,Private Wealth
852664041,Personal,Breanna Bell,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,breanna.bell@example.com,https://box.com/v/client-docs-7873,974.624.9995,STANDARD,Refresh Coming Due,Refresh Coming Due,NO,NO,YES,YES,YES,Joshua Brown,2023-04-24,2023-04-04,EMAIL,2023-04-14,PHONE CALL,2023-04-24,LETTER,2023-05-09,2023-03-25,2026-03-24,,,,NO,NO,Business Clients
852073483,Business,Johnathan King,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,johnathan.king@example.com,https://box.com/v/client-docs-7874,(757)814-8936x3617,STANDARD,Pending Compliance Approval,Pending Compliance Approval,NO,NO,NO,YES,YES,Vernon Ramsey,2022-03-24,2022-03-04,EMAIL,2022-03-14,PHONE CALL,2022-03-24,LETTER,2022-04-08,2022-02-22,2025-02-21,,,,YES,NO,Premier Clients - Retail
846603613,Personal,John Noble,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,john.noble@example.com,https://box.com/v/client-docs-7875,(280)967-2408,STANDARD,Out Of Order,Out Of Order,NO,NO,YES,NO,YES,Tracy Johnson,2021-05-28,2021-05-08,LETTER,2021-05-18,LETTER,2021-05-28,EMAIL,2021-06-12,2021-04-28,2024-04-27,,2021-07-07,2021-07-27,YES,NO,Private Wealth
828211267,Personal,Brianna Morton,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,brianna.morton@example.com,https://box.com/v/client-docs-7876,819.115.3303x569,MEDIUM,Refresh Coming Due,Refresh Coming Due,YES,YES,NO,NO,YES,Sarah Riddle,2022-09-19,2022-08-30,PHONE CALL,2022-09-09,EMAIL,2022-09-19,PHONE CALL,2022-10-04,2022-08-20,2025-08-19,,,,YES,NO,Premier Clients - Retail
810418550,Personal,Tracy Turner,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,tracy.turner@example.com,https://box.com/v/client-docs-7877,+1-724-926-4092x76287,MEDIUM,Due for Restrain,Due for Restrain,NO,YES,NO,NO,YES,Daniel Warner,2023-02-07,2023-01-18,EMAIL,2023-01-28,EMAIL,2023-02-07,LETTER,2023-02-22,2023-01-08,2026-01-07,2023-03-09,,,NO,NO,Premier Clients - Retail
824492837,Personal,Peter Marsh,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,peter.marsh@example.com,https://box.com/v/client-docs-7878,219.635.2572x03375,STANDARD,Refresh Coming Due,Refresh Coming Due,YES,NO,NO,NO,NO,Theodore Pitts,2021-06-01,2021-05-12,PHONE CALL,2021-05-22,EMAIL,2021-06-01,EMAIL,2021-06-16,2021-05-02,2024-05-01,,,,NO,NO,Private Wealth
820578660,Business,Steven Barker,Trinidad and Tobago,05342,Unit 2,O’Meara Road,Arima,Trinidad and Tobago,steven.barker@example.com,https://box.com/v/client-docs-7879,001-242-101-5044x7966,MEDIUM,Refresh Coming Due,Refresh Coming Due,YES,NO,YES,YES,NO,Jimmy Wright,2023-10-27,2023-10-07,EMAIL,2023-10-17,EMAIL,2023-10-27,PHONE CALL,2023-11-11,2023-09-27,2026-09-26,,,,NO,NO,Business Clients
842964176,Personal,Morgan Li,Trinidad and Tobago,05342,Apt 3B,Southern Main Road,"Curepe, Tunapuna",Trinidad and Tobago,morgan.li@example.com,https://box.com/v/client-docs-7880,+1-522-512-8504x650,MEDIUM,Refresh Coming Due,Refresh Coming Due,NO,NO,NO,YES,NO,Bethany Schneider,2023-03-05,2023-02-13,EMAIL,2023-02-23,EMAIL,2023-03-05,PHONE CALL,2023-03-20,2023-02-03,2026-02-02,,,,NO,NO,Business Clients
803463675,Personal,Kristina Wallace,Trinidad and Tobago,05342,Lot 12,La Seiva Road,"Maraval, Port of Spain",Trinidad and Tobago,kristina.wallace@example.com,https://box.com/v/client-docs-7881,(431)306-1075x3635,MEDIUM,Refresh Coming Due,Refresh Coming Due,YES,NO,NO,NO,NO,Tyler Carlson,2022-02-03,2022-01-14,LETTER,2022-01-24,LETTER,2022-02-03,PHONE CALL,2022-02-18,2022-01-04,2025-01-03,,,,YES,YES,Premier Clients - Retail
821916629,Business,Lee Cruz,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,lee.cruz@example.com,https://box.com/v/client-docs-7882,342-987-5642x47633,MEDIUM,Out Of Order,Out Of Order,NO,NO,YES,NO,NO,Katie Lawson,2022-03-01,2022-02-09,LETTER,2022-02-19,PHONE CALL,2022-03-01,EMAIL,2022-03-16,2022-01-30,2025-01-29,,2022-04-10,2022-04-30,NO,YES,Premier Clients - Retail
826025438,Personal,Tammy Hernandez,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,tammy.hernandez@example.com,https://box.com/v/client-docs-7883,001-877-842-2533,MEDIUM,Due for Restrain,Due for Restrain,NO,YES,NO,YES,NO,Drew Taylor,2023-12-28,2023-12-08,EMAIL,2023-12-18,EMAIL,2023-12-28,EMAIL,2024-01-12,2023-11-28,2026-11-27,2024-01-27,,,NO,YES,Premier Clients - Retail
845703643,Personal,James Mcpherson,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,james.mcpherson@example.com,https://box.com/v/client-docs-7884,9084650127,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,YES,YES,NO,YES,YES,Karen Murphy,2022-12-25,2022-12-05,LETTER,2022-12-15,EMAIL,2022-12-25,PHONE CALL,2023-01-09,2022-11-25,2025-11-24,,,,YES,NO,Premier Clients - Retail
844697217,Business,Chelsea Gray,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,chelsea.gray@example.com,https://box.com/v/client-docs-7885,(942)321-7657,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,YES,YES,NO,YES,YES,Ricky Cooper,2023-04-30,2023-04-10,PHONE CALL,2023-04-20,PHONE CALL,2023-04-30,PHONE CALL,2023-05-15,2023-03-31,2026-03-30,,,,YES,NO,Premier Clients - Retail
833176754,Personal,Briana Johnson,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,briana.johnson@example.com,https://box.com/v/client-docs-7886,856.255.6457x7606,STANDARD,Out Of Order,Out Of Order,YES,YES,NO,NO,YES,Thomas Hansen,2021-05-18,2021-04-28,EMAIL,2021-05-08,LETTER,2021-05-18,PHONE CALL,2021-06-02,2021-04-18,2024-04-17,,2021-06-27,2021-07-17,NO,YES,Premier Clients - Retail
822934368,Personal,Maria White,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,maria.white@example.com,https://box.com/v/client-docs-7887,3500445256,MEDIUM,Refresh Coming Due,Refresh Coming Due,YES,YES,YES,NO,NO,Dennis Arnold,2022-06-05,2022-05-16,EMAIL,2022-05-26,EMAIL,2022-06-05,PHONE CALL,2022-06-20,2022-05-06,2025-05-05,,,,NO,YES,Business Clients
814911019,Personal,Amanda Garcia,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,amanda.garcia@example.com,https://box.com/v/client-docs-7888,985-531-2276x6447,MEDIUM,Out Of Order,Out Of Order,YES,NO,NO,YES,NO,Jonathan Torres,2023-12-18,2023-11-28,PHONE CALL,2023-12-08,EMAIL,2023-12-18,LETTER,2024-01-02,2023-11-18,2026-11-17,,2024-01-27,2024-02-16,NO,NO,Premier Clients - Retail
802546111,Personal,John Tucker,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,john.tucker@example.com,https://box.com/v/client-docs-7889,+1-118-157-8095x026,MEDIUM,Refresh Coming Due,Refresh Coming Due,NO,YES,NO,NO,NO,Pamela Bell,2021-10-16,2021-09-26,LETTER,2021-10-06,EMAIL,2021-10-16,EMAIL,2021-10-31,2021-09-16,2024-09-15,,,,YES,YES,Private Wealth
817193762,Personal,Matthew Walker,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,matthew.walker@example.com,https://box.com/v/client-docs-7890,+1-747-549-6529x888,STANDARD,Due for Restrain,Due for Restrain,YES,NO,YES,NO,NO,Kathryn Boyd,2021-06-11,2021-05-22,LETTER,2021-06-01,LETTER,2021-06-11,PHONE CALL,2021-06-26,2021-05-12,2024-05-11,2021-07-11,,,NO,YES,Business Clients
855484519,Business,Daniel Johnson,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,daniel.johnson@example.com,https://box.com/v/client-docs-7891,001-025-996-7272x92911,MEDIUM,Due for Restrain,Due for Restrain,YES,YES,YES,YES,YES,Craig Lloyd,2021-11-19,2021-10-30,EMAIL,2021-11-09,PHONE CALL,2021-11-19,PHONE CALL,2021-12-04,2021-10-20,2024-10-19,2021-12-19,,,YES,NO,Private Wealth
814200423,Personal,Robert Pearson,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,robert.pearson@example.com,https://box.com/v/client-docs-7892,4640457993,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,YES,NO,YES,NO,NO,Rachel Johnson,2022-09-15,2022-08-26,EMAIL,2022-09-05,EMAIL,2022-09-15,EMAIL,2022-09-30,2022-08-16,2025-08-15,,,,NO,YES,Business Clients
835479420,Business,Katherine Burns,Trinidad and Tobago,05342,Unit 2,O’Meara Road,Arima,Trinidad and Tobago,katherine.burns@example.com,https://box.com/v/client-docs-7893,141-406-1714x25487,STANDARD,Out Of Order,Out Of Order,NO,YES,NO,YES,NO,David Walsh,2022-02-06,2022-01-17,LETTER,2022-01-27,EMAIL,2022-02-06,LETTER,2022-02-21,2022-01-07,2025-01-06,,2022-03-18,2022-04-07,NO,NO,Private Wealth
835111469,Personal,Tami Anderson,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,tami.anderson@example.com,https://box.com/v/client-docs-7894,+1-738-069-7384x51519,MEDIUM,Refresh Coming Due,Refresh Coming Due,YES,YES,YES,YES,NO,Toni Allen,2024-01-01,2023-12-12,LETTER,2023-12-22,LETTER,2024-01-01,PHONE CALL,2024-01-16,2023-12-02,2026-12-01,,,,YES,YES,Premier Clients - Retail
801760828,Personal,Amy Allison,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,amy.allison@example.com,https://box.com/v/client-docs-7895,744.256.1368,STANDARD,Due for Restrain,Due for Restrain,YES,YES,YES,NO,YES,Ryan Olson,2024-01-15,2023-12-26,LETTER,2024-01-05,EMAIL,2024-01-15,LETTER,2024-01-30,2023-12-16,2026-12-15,2024-02-14,,,YES,YES,Private Wealth
827753955,Personal,Daniel Smith,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,daniel.smith@example.com,https://box.com/v/client-docs-7896,902-233-8162x199,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,YES,NO,YES,NO,YES,Joan Bryant,2022-06-22,2022-06-02,PHONE CALL,2022-06-12,LETTER,2022-06-22,EMAIL,2022-07-07,2022-05-23,2025-05-22,,,,YES,YES,Premier Clients - Retail
806795299,Business,David Rodriguez MD,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,david.rodriguez.md@example.com,https://box.com/v/client-docs-7897,034.631.9271,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,NO,NO,YES,YES,YES,Nicole Lopez,2021-12-01,2021-11-11,EMAIL,2021-11-21,EMAIL,2021-12-01,LETTER,2021-12-16,2021-11-01,2024-10-31,,,,YES,NO,Premier Clients - Retail
813365361,Business,Kari Rogers,Trinidad and Tobago,05342,Lot 12,La Seiva Road,"Maraval, Port of Spain",Trinidad and Tobago,kari.rogers@example.com,https://box.com/v/client-docs-7898,971.323.2746,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,YES,YES,NO,NO,NO,Erin Cruz,2022-07-11,2022-06-21,EMAIL,2022-07-01,EMAIL,2022-07-11,PHONE CALL,2022-07-26,2022-06-11,2025-06-10,,,,YES,NO,Private Wealth
816475775,Business,Richard Stewart,Trinidad and Tobago,05342,Unit 2,O’Meara Road,Arima,Trinidad and Tobago,richard.stewart@example.com,https://box.com/v/client-docs-7899,145.677.5103,STANDARD,Due for Restrain,Due for Restrain,YES,YES,YES,NO,YES,Carlos Vargas,2023-05-25,2023-05-05,EMAIL,2023-05-15,LETTER,2023-05-25,PHONE CALL,2023-06-09,2023-04-25,2026-04-24,2023-06-24,,,YES,YES,Private Wealth
857060209,Business,Michelle Powers,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,michelle.powers@example.com,https://box.com/v/client-docs-7900,062-558-0236,MEDIUM,Out Of Order,Out Of Order,NO,YES,YES,NO,NO,John Smith,2023-12-28,2023-12-08,EMAIL,2023-12-18,PHONE CALL,2023-12-28,PHONE CALL,2024-01-12,2023-11-28,2026-11-27,,2024-02-06,2024-02-26,YES,NO,Private Wealth
847559437,Business,Bryan Davis,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,bryan.davis@example.com,https://box.com/v/client-docs-7901,001-425-477-9600x271,MEDIUM,Due for Restrain,Due for Restrain,NO,NO,YES,NO,NO,Christian Smith,2023-05-26,2023-05-06,EMAIL,2023-05-16,LETTER,2023-05-26,LETTER,2023-06-10,2023-04-26,2026-04-25,2023-06-25,,,YES,YES,Private Wealth
851323785,Business,Abigail Hubbard,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,abigail.hubbard@example.com,https://box.com/v/client-docs-7902,001-395-517-9035,MEDIUM,Refresh Coming Due,Refresh Coming Due,NO,YES,YES,NO,YES,Donald Fowler,2021-06-29,2021-06-09,LETTER,2021-06-19,EMAIL,2021-06-29,PHONE CALL,2021-07-14,2021-05-30,2024-05-29,,,,YES,NO,Premier Clients - Retail
844896931,Business,Andrew Vaughan,Trinidad and Tobago,05342,Lot 12,La Seiva Road,"Maraval, Port of Spain",Trinidad and Tobago,andrew.vaughan@example.com,https://box.com/v/client-docs-7903,(779)985-3750,MEDIUM,Refresh Coming Due,Refresh Coming Due,NO,NO,YES,NO,YES,Austin Reese,2022-08-29,2022-08-09,PHONE CALL,2022-08-19,LETTER,2022-08-29,EMAIL,2022-09-13,2022-07-30,2025-07-29,,,,YES,YES,Private Wealth
838801096,Business,Brandon Gonzalez,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,brandon.gonzalez@example.com,https://box.com/v/client-docs-7904,001-700-763-5702,MEDIUM,Due for Restrain,Due for Restrain,YES,NO,NO,NO,YES,Jennifer Lynn,2021-06-26,2021-06-06,PHONE CALL,2021-06-16,EMAIL,2021-06-26,LETTER,2021-07-11,2021-05-27,2024-05-26,2021-07-26,,,NO,NO,Premier Clients - Retail
852358154,Personal,Luke Rodriguez,Trinidad and Tobago,05342,Unit 2,O’Meara Road,Arima,Trinidad and Tobago,luke.rodriguez@example.com,https://box.com/v/client-docs-7905,(988)678-9709x0701,MEDIUM,Out Of Order,Out Of Order,YES,NO,NO,NO,YES,Erika Nunez,2022-02-01,2022-01-12,PHONE CALL,2022-01-22,PHONE CALL,2022-02-01,PHONE CALL,2022-02-16,2022-01-02,2025-01-01,,2022-03-13,2022-04-02,YES,NO,Premier Clients - Retail
845603024,Business,James Hamilton,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,james.hamilton@example.com,https://box.com/v/client-docs-7906,(145)738-0695x38175,STANDARD,Refresh Coming Due,Refresh Coming Due,YES,YES,YES,YES,NO,Amy Turner,2022-04-07,2022-03-18,PHONE CALL,2022-03-28,LETTER,2022-04-07,LETTER,2022-04-22,2022-03-08,2025-03-07,,,,NO,YES,Private Wealth
830197166,Business,James Everett,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,james.everett@example.com,https://box.com/v/client-docs-7907,531-699-5082x3019,STANDARD,Out Of Order,Out Of Order,YES,YES,YES,NO,YES,Monica Wilson,2023-07-22,2023-07-02,LETTER,2023-07-12,LETTER,2023-07-22,LETTER,2023-08-06,2023-06-22,2026-06-21,,2023-08-31,2023-09-20,NO,YES,Premier Clients - Retail
838564689,Personal,Olivia Padilla,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,olivia.padilla@example.com,https://box.com/v/client-docs-7908,829.386.7395x2841,STANDARD,Out Of Order,Out Of Order,YES,YES,NO,NO,YES,Keith Shaw,2022-04-21,2022-04-01,LETTER,2022-04-11,EMAIL,2022-04-21,LETTER,2022-05-06,2022-03-22,2025-03-21,,2022-05-31,2022-06-20,NO,NO,Private Wealth
825447612,Personal,Todd Forbes,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,todd.forbes@example.com,https://box.com/v/client-docs-7909,001-940-918-6427x5376,STANDARD,Pending Compliance Approval,Pending Compliance Approval,NO,NO,YES,NO,NO,Kara Smith,2024-01-30,2024-01-10,EMAIL,2024-01-20,PHONE CALL,2024-01-30,EMAIL,2024-02-14,2023-12-31,2026-12-30,,,,YES,NO,Private Wealth
836854853,Business,Tiffany Sanchez,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,tiffany.sanchez@example.com,https://box.com/v/client-docs-7910,487-243-1558,STANDARD,Due for Restrain,Due for Restrain,NO,NO,YES,NO,NO,John Howard,2021-04-09,2021-03-20,LETTER,2021-03-30,PHONE CALL,2021-04-09,EMAIL,2021-04-24,2021-03-10,2024-03-09,2021-05-09,,,NO,YES,Private Wealth
824559250,Personal,Matthew Rowe,Trinidad and Tobago,05342,Unit 2,O’Meara Road,Arima,Trinidad and Tobago,matthew.rowe@example.com,https://box.com/v/client-docs-7911,001-810-339-6332,MEDIUM,Due for Restrain,Due for Restrain,NO,NO,YES,YES,YES,Amber Gilbert,2022-12-06,2022-11-16,EMAIL,2022-11-26,PHONE CALL,2022-12-06,PHONE CALL,2022-12-21,2022-11-06,2025-11-05,2023-01-05,,,YES,NO,Premier Clients - Retail
818726520,Personal,Kara Diaz,Trinidad and Tobago,05342,Unit 2,O’Meara Road,Arima,Trinidad and Tobago,kara.diaz@example.com,https://box.com/v/client-docs-7912,268.260.7169x207,MEDIUM,Refresh Coming Due,Refresh Coming Due,NO,YES,NO,NO,NO,Bruce White,2022-10-23,2022-10-03,PHONE CALL,2022-10-13,EMAIL,2022-10-23,LETTER,2022-11-07,2022-09-23,2025-09-22,,,,NO,YES,Premier Clients - Retail
823930947,Business,Sharon Grant,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,sharon.grant@example.com,https://box.com/v/client-docs-7913,(633)656-5666,MEDIUM,Out Of Order,Out Of Order,YES,YES,YES,YES,YES,Terri Wade,2023-10-06,2023-09-16,EMAIL,2023-09-26,PHONE CALL,2023-10-06,EMAIL,2023-10-21,2023-09-06,2026-09-05,,2023-11-15,2023-12-05,NO,NO,Business Clients
832015464,Business,Ronald Bradley,Trinidad and Tobago,05342,Lot 12,La Seiva Road,"Maraval, Port of Spain",Trinidad and Tobago,ronald.bradley@example.com,https://box.com/v/client-docs-7914,658-761-1935,MEDIUM,Out Of Order,Out Of Order,YES,YES,NO,NO,NO,Lisa Durham,2023-05-01,2023-04-11,PHONE CALL,2023-04-21,EMAIL,2023-05-01,EMAIL,2023-05-16,2023-04-01,2026-03-31,,2023-06-10,2023-06-30,NO,YES,Business Clients
812134606,Business,Christian Rodriguez,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,christian.rodriguez@example.com,https://box.com/v/client-docs-7915,368-153-3813x009,MEDIUM,Refresh Coming Due,Refresh Coming Due,YES,NO,NO,NO,NO,Michael Velazquez,2023-09-13,2023-08-24,PHONE CALL,2023-09-03,PHONE CALL,2023-09-13,LETTER,2023-09-28,2023-08-14,2026-08-13,,,,YES,YES,Private Wealth
